news_url,title,Label
https://www.cdc.gov/coronavirus/2019-ncov/php/contact-tracing/additional-contact-tracing-training-objectives.html,Additional Training Objectives,0
https://www.medicalnewstoday.com/articles/protecting-healthcare-workers-from-covid-19-infection-control-works,Protecting healthcare workers from COVID-19: Infection control works,0
https://www.webmd.com/lung/news/20200326/coronavirus-siimilar-to-one-found-in-pangolins,Coronavirus Similar to One Found in Pangolins,0
https://www.webmd.com/lung/news/20200414/life-in-jail-made-worse-during-covid-19,COMMENTARY: Life in Jail Worse During COVID-19,0
https://www.facebook.com/cakemusic/photos/a.164474364304/10158776252574305/?type=3&theater,"President Donald Trump tweeted, ÒCoronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions",1
https://www.naturalnews.com/2020-02-03-the-coronavirus-was-engineered-by-scientists-in-a-lab.html,ÒThe coronavirus was engineered by scientists in a lab.Ó,1
https://www.webmd.com/lung/news/20200427/poison-control-centers-report-rise-in-accidents,Poison Control Centers Report Rise in Accidents,0
https://www.cdc.gov/coronavirus/2019-ncov/php/open-america/staffing-guidance.html,"""COVID-19 Staffing Guidance for State, Tribal, Local, and Territorial Health Departments""",0
https://www.medicalnewstoday.com/articles/coronavirus-81-of-cases-are-mild-study-says,"Coronavirus: 81% of cases are mild, study says",0
https://www.medicalnewstoday.com/articles/paper-towels-hand-dryers,Paper towels better at removing viruses than jet dryers,0
https://www.cbsnews.com/video/surgeon-general-jerome-adams-coronavirus-projections-based-on-worst-case-scenario/,ÒTheyÕre furloughing nurses in hospitals in western New York state.Ó,1
https://twitter.com/SenStroebel/status/1242594544908038145,"Says that under order from Gov. Tony Evers, he and his eight children canÕt legally have dinner together anymore.",1
https://www.healthline.com/health-news/talking-to-your-parents-about-the-importance-of-social-distancing,5 Tips to Help You Talk to Your Older Parents About Social Distancing,0
https://www.webmd.com/lung/news/20200330/n95-face-masks-could-be-sterilized-and-re-used,N95 Face Masks Could Be Sterilized and Re-Used,0
https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-17-2020,"Coronavirus Daily Digest: April 17, 2020",0
https://www.webmd.com/lung/news/20200204/man-fights-to-get-family-out-of-china-amid-outbreak,Man Fights to Get Family Out of China Amid Outbreak,0
https://www.cdc.gov/coronavirus/2019-ncov/need-extra-precautions/groups-at-higher-risk.html,Groups at Higher Risk for Severe Illness,0
https://www.medicalnewstoday.com/articles/could-dogs-help-detect-covid-19,Could dogs help detect COVID-19?,0
https://www.webmd.com/lung/news/20200427/new-billing-basics-for-telemedicine,New Billing Basics for Telemedicine,0
https://www.sciencedaily.com/releases/2020/03/200331130045.htm,Solving a Medical Mystery and Changing CDC Screenings for COVID-19,0
https://www.medicalnewstoday.com/articles/does-medicare-cover-telehealth,Does Medicare cover telehealth?,0
https://worldnewsdailyreport.com/belgium-health-minister-puts-ban-on-non-essential-sexual-activities-of-persons-3-or-greater-in-indoor-areas/,BelgiumÕs health minister banned sex inside or with 3 or more people.,1
https://www.cdc.gov/coronavirus/2019-ncov/community/general-business-faq.html,General Business Frequently Asked Questions,0
https://www.webmd.com/lung/news/20200414/covid-19-diary-day-7-when-risks-become-very-real,COMMENTARY: COVID-19 Diary Day 7: When Risks Become Very Real,0
https://www.healthline.com/health-news/what-your-social-media-posts-reveal-about-how-youre-dealing-with-covid-19,What Your Social Media Posts Say About Your Stress Level Right Now,0
https://www.webmd.com/lung/news/20200403/covid-19-diary-day-1-something-wicked-this-way-comes,COMMENTARY: COVID-19 Diary Day 1: Something Wicked This Way Comes,0
https://www.medicalnewstoday.com/articles/covid-19-occupational-groups-that-are-at-high-risk,COVID-19: Occupational groups that are at high risk,0
https://www.webmd.com/lung/news/20200320/blood-type-may-affect-covid19-risk-study,Blood Type May Affect COVID-19 Risk,0
https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html,How Coronavirus Spreads,0
https://www.webmd.com/lung/news/20200320/coronavirus-daily-digest-april-16-2020,"Coronavirus Daily Digest: April 16, 2020",0
https://www.webmd.com/lung/news/20200430/study-many-health-care-workers-lack-insurance,Study: Many Health Care Workers Lack Insurance,0
https://www.cdc.gov/coronavirus/2019-ncov/community/homeless-shelters/index.html,Resources to support people experiencing homelessness,0
https://www.webmd.com/lung/news/20200323/cdc-coronavirus-testing-decision-likely-to-haunt-nation-for-months-to-come,CDC Coronavirus Testing Decision To Haunt Nation,0
https://www.facebook.com/lluhjjay.underwood,Drinking Òwater a lot and gargling with warm water and salt or vinegar eliminatesÓ the coronavirus.,1
https://www.webmd.com/lung/news/20200330/researchers-find-way-to-clean-re-use-n95-masks,"Researchers Find Way to Clean, Re-Use N95 Masks",0
https://www.facebook.com/rahiemshabazz/posts/10157020960608365,"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining CanadaÕs alleged response to the outbreak flourished on social media.",1
https://www.who.int/news-room/detail/10-04-2020-new-ebola-case-confirmed-in-the-democratic-republic-of-the-congo,"""New Ebola case confirmed in the Democratic Republic of the Congo""",0
https://www.webmd.com/lung/news/20200414/remdesivir-for-covid-study-benefits-not-clear,Remdesivir for COVID Study: Benefits Not Clear,0
https://www.webmd.com/lung/news/20200326/covid-19-daily-ground-zero-hospital-ppe-fights,"COVID-19 Daily: Ground Zero Hospital, PPE Fights",0
https://www.facebook.com/2275737142706194/posts/2541223599490879,Coronavirus patients are being Òcremated aliveÓ in China.,1
https://www.medicalnewstoday.com/articles/who-is-really-on-the-front-line-of-the-covid-19-pandemic,Who is really on the front line of the COVID-19 pandemic?,0
https://www.cdc.gov/coronavirus/2019-ncov/hcp/respirators-strategy/conventional-capacity-strategies.html,Strategies for Optimizing the Supply of N95 Respirators: Conventional Capacity Strategies,0
https://www.cdc.gov/coronavirus/2019-ncov/community/organizations/meat-poultry-processing-workers-employers.html,Meat and Poultry Processing Workers and Employers,0
https://www.who.int/news-room/feature-stories/detail/iraq-produces-covid-19-laboratory-supplies-to-test-cases-more-rapidly,"""Iraq produces COVID-19 laboratory supplies to test cases more rapidly""",0
https://newsnetwork.mayoclinic.org/discussion/army-of-mayo-employees-come-together-to-identify-covid-19-exposures-within-hours/,Army of Mayo employees come together to identify COVID-19 exposures within hours,0
https://www.cdc.gov/coronavirus/2019-ncov/communication/downloadable-videos.html,Downloadable Videos,0
https://www.cdc.gov/coronavirus/2019-ncov/hcp/infection-control-faq.html,COVID-19 Infection Prevention and Control in Healthcare Settings: Questions and Answers,0
https://www.react2424.com/5e6b94d7d8be0/curfew-issued-for-bossier-city-due-to-corona-virus.html,Curfew issued for Bossier city due to coronavirus.,1
https://www.presstv.com/Detail/2020/03/05/620213/Coronavirus-was-produced-in-a-laboratory,A former and controversial CIA officer said coronavirus was made in a lab.,1
https://www.cdc.gov/coronavirus/2019-ncov/need-extra-precautions/unsheltered-homelessness.html,People Experiencing Unsheltered Homelessness Interim Guidance,0
https://www.webmd.com/lung/news/20200331/abortion-access-shifting-in-some-states-amid-covid-19,Abortion Access Shifting in Some States Amid COVID-19,0
https://www.facebook.com/photo.php?fbid=2506713296255274&set=a.1767543490172262&type=3&theater,Coronavirus Outbreak Prompted Gun And Ammunition Policy Changes At Walmart.,1
https://www.webmd.com/lung/news/20200429/whats-your-malpractice-risk-when-treating-covid-19-patients,What's Your Malpractice Risk When Treating COVID-19 Patients?,0
https://www.facebook.com/sfletcherhomes/posts/10216565842042897,Whether 60 Democrats voted against coronavirus stimulus bill.,1
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-introduces-skill-for-amazons-alexa-about-covid-19/,Mayo Clinic introduces skill for Amazon’s Alexa about COVID-19,0
https://www.facebook.com/Reuben.Kutit/videos/vb.100004771261413/1559782647524096/?type=2&theater,A video posted on Facebook claiming that chloroquine and azithromycin are proven cures of COVID-19,1
https://www.webmd.com/lung/news/20200424/finding-the-right-balance-in-covid-19-thromboprophylaxis,Finding the Right Balance in COVID-19 Thromboprophylaxis,0
https://www.facebook.com/freeyourmind/videos/3411099655571589/UzpfSTEwMDAwMTA0Nzk3NDEyODozMjY3NTEzNzIzMjkzNTI4/?__xts__[0]=68.ARA4jUX7AenJ1WrmYwkEi8y4SAZGCE6SvUgRd1nRUm78uEDVKgFoEL_MwkhXJEnX5Qfm77GGF30SdpYw-D7U_XgavvK2kpnuJcqdqBx8l_DREYv5KXluzls1IWxvvwBgHr6q9uJmoocrhCOaqUFe2HqxsezVvqm0wiRxts1iUl5QfX0UHJ6ilHtyCChRH9x2G_IiyGJKLIw_JI9uEu3gua1RSam1p2kkRYLnJ__qeVTGGQE8SEnsCVl5tBpd-6hWBzA-wTrge7-RHOFl-bjCbRRo1gnuWNV72OTyllpJT_NC2mCWoxlBCBtHta2MZmNlFRMo3G9MuT3MVYQ5gJ9JR3dFsOqGtvW6SgeMag&__tn__=-R,Video claiming you canÕt catch coronavirus.,1
,An audio message lists five ways people can prevent the novel coronavirus.,1
https://www.webmd.com/lung/news/20200309/croi-goes-digital-after-covid-19-cases-rise-in-boston,CROI Goes Digital After COVID-19 Cases Rise in Boston,0
https://www.webmd.com/lung/news/20200422/up-to-50000-kids-may-be-hospitalized-with-covid-19,"Up to 50,000 Kids May Be Hospitalized With COVID",0
https://www.healthline.com/health-news/how-a-pet-can-help-you-during-shelter-in-place,How a Pet Can Help You While You Shelter in Place,0
https://www.webmd.com/lung/news/20200409/treating-rectal-cancer-in-the-covid-19-era-expert-guidance,Treating Rectal Cancer in the COVID-19 Era: Expert Guidance,0
https://www.webmd.com/lung/news/20200324/multi-level-distancing-is-best-against-covid19,Multi-Level Distancing Is Best Against COVID-19: Study,0
https://www.yc.news/2020/03/01/florida-hospital-reports-a-coronavirus-infestation-with-multiple-confirmed-patients/?fbclid=IwAR1rP-gz_1Fi2Jtstn2kN76p2f7sBkXYew2huuMKHL3RNps1csBFv29kEy8,ÒFlorida hospital reports a coronavirus ÔinfestationÕ with multiple confirmed patients.Ó,1
https://www.webmd.com/lung/news/20200415/global-appeal-to-mi-stroke-patients-to-seek-care-amid-pandemic,"Global Appeal to MI, Stroke Patients to Seek Care Amid Pandemic",0
https://www.healthline.com/health-news/what-to-know-about-the-flu-season-right-now,Flu Season Off to Early Start: More Than 3 Million Cases in the U.S.,0
https://www.webmd.com/lung/news/20200422/oregon-town-goes-door-to-door-tracking-covid19,Oregon Town Goes Door to Door Tracking COVID-19,0
https://www.cdc.gov/coronavirus/2019-ncov/covid-data/investigations-discovery/assessing-risk-factors.html,Assessing Risk Factors for Severe COVID-19 Illness,0
https://www.medicalnewstoday.com/articles/new-coronavirus-targets-cells-in-the-nose-lungs-and-gut,"New coronavirus targets cells in the nose, lungs, and gut",0
https://www.healthline.com/health-news/what-to-know-about-supplements-and-covid-19,Don’t Rely on Supplements to Treat or Prevent COVID-19,0
https://newsnetwork.mayoclinic.org/discussion/voluntary-public-disclosure-on-the-financial-impact-of-the-covid-19-pandemic/,Voluntary public disclosure on the financial impact of the COVID-19 pandemic,0
https://www.betootaadvocate.com/uncategorized/gold-coast-hospital-staff-roll-in-a-wilson-volleyball-to-keep-tom-hanks-company-in-quarantine/,Australian hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1
https://www.statesman.com/news/20200331/abbott-issues-statewide-stay-at-home-order-allows-religious-services,"""For now, Texas among states with lowest coronavirus death rate""",0
https://www.cdc.gov/coronavirus/2019-ncov/community/retirement/faq.html,Retirement Communities and Independent Living Facilities,0
https://www.webmd.com/lung/news/20200320/coronavirus-crisis-should-delay-elective-surgeries,Coronavirus Crisis Should Delay Elective Surgeries,0
https://www.who.int/news-room/commentaries/detail/bacille-calmette-gu%C3%A9rin-(bcg)-vaccination-and-covid-19,"""Bacille Calmette-Guérin (BCG) vaccination and COVID-19""",0
https://www.washingtontimes.com/news/2020/mar/4/dhs-links-coronavirus-border-328-chinese-illegals-/,Department of Homeland Security official says illegal border crossings may spread coronavirus.,1
https://twitter.com/Harleysdad65/status/1233804179690414082,Popping bubble wrap exposes people to coronavirus.,1
https://www.facebook.com/liil.biitt.9/videos/pcb.3411741318855266/3411740422188689/?type=3&theater,Says video shows Òthe Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.Ó,1
https://www.medicalnewstoday.com/articles/321401,6 best essential oils for the flu,0
https://www.webmd.com/lung/news/20200403/nephrologist-covidwarrior-we-are-winning-some-of-these-battles,COMMENTARY: Nephrologist #COVIDWarrior: 'We Are Winning Some of These Battles',0
https://www.who.int/news-room/feature-stories/detail/who-and-rakuten-viber-fight-covid-19-misinformation-with-interactive-chatbot,"""WHO and Rakuten Viber fight COVID-19 misinformation with interactive chatbot""",0
http://beingtexan.com/congress-wants-a-raise-as-part-of-coronavirus-bill/,Congress included include a raise for themselves in the coronavirus stimulus package.,1
https://www.webmd.com/lung/news/20200402/a-decade-of-telemedicine-policy-has-advanced-in-just-2-weeks,A Decade of Telemedicine Policy Has Advanced in Just 2 Weeks,0
https://www.facebook.com/photo.php?fbid=10216080292775879&set=a.1956605670601&type=3&theater,"ÓAmerica has been vaccinating cattle for coronavirus for years, yet the news tells you itÕs new and going to kill you all, so go buy a mask.Ó",1
https://www.facebook.com/photo.php?fbid=10221366988420303&set=a.1074567380532&type=3,"India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls.",1
https://www.webmd.com/lung/news/20200413/how-surge-staffing-can-bring-in-the-cavalry-to-fight-covid-19,COMMENTARY: How 'Surge Staffing' Can Bring in the Cavalry to Fight COVID-19,0
https://youtu.be/vdXL5-6TdqA,Did Donald Trump attempt to steal a COVID-19 vaccine from a German company and refuse testing kits from WHO?,1
https://youtu.be/1zh6KttN8AQ,Photos show animals returning to clear Venice canals.,1
https://www.webmd.com/lung/news/20200417/anxiety-depression-prescriptions-spiked-in-march,"Anxiety, Depression Prescriptions Spiked in March",0
https://www.intellihub.com/scores-of-fires-burn-throughout-china-highrise-buildings-become-human-incinerators-to-combat-covid-19/,High-rise buildings have become human incinerators to combat the spread of the coronavirus.,1
https://www.webmd.com/lung/news/20200416/trending-clinical-topic-ventilators,Trending Clinical Topic: Ventilators,0
https://www.sciencedaily.com/releases/2020/04/200423143105.htm,"Experts Issue Guide on Lung Cancer Screening, Management During COVID-19",0
https://www.cdc.gov/coronavirus/2019-ncov/covid-data/covidview/04242020/percent-ili-visits-age.html,Percentage of Visits for ILI by Age Group Reported by A Subset of ILINet Providers,0
https://www.webmd.com/lung/news/20200409/covid-19-enforcement-policy-for-sterilizers-disinfectant-devices-air-purifiers-fda-2020,"COVID-19 Enforcement Policy for Sterilizers, Disinfectant Devices, and Air Purifiers (FDA, 2020)",0
https://www.facebook.com/DebraMessing/photos/a.398197600282054/2361804240588037/?type=3&theater,Gargling salt water and vinegar will kill the virus.,1
https://www.who.int/news-room/feature-stories/detail/who-delivers-advice-and-support-for-older-people-during-covid-19,"""WHO delivers advice and support for older people during COVID-19""",0
https://www.cdc.gov/coronavirus/2019-ncov/community/guidance-small-business.html,Prepare your Small Business and Employees for the Effects of COVID-19,0
https://www.healthline.com/health-news/what-its-like-to-be-immunocompromised-during-the-covid-19-outbreak,What It’s Like to Be Immunocompromised During the COVID-19 Outbreak,0
https://www.instagram.com/p/B92C5PCHXlv/?utm_source=ig_embed,"ÒWhile all COVID-19 news has been going on, the U.S. government has been sneakily trying to remove end-to-end encryptionÓ which means Òthe government will be able to see all of your messages and listen to all of your calls.Ó",1
https://www.healthline.com/health-news/is-now-a-good-time-to-donate-blood,"The Need Is Great, but Is It Safe to Donate Blood During the COVID-19 Outbreak?",0
https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/animals.html,Animals and Coronavirus Disease 2019 (COVID-19),0
https://www.webmd.com/lung/news/20200327/man-recovers-from-covid-19-leaves-sweet-thanks,"Man Recovers from COVID-19, Leaves Sweet Thanks",0
https://www.webmd.com/lung/news/20200424/blood-clots-are-another-dangerous-covid-19-mystery,Blood Clots Are Another Dangerous COVID-19 Mystery,0
https://www.youtube.com/watch?v=xiY32pglV-g,A video from a British broadcaster shows Italian coronavirus victims got taken down.,1
https://www.who.int/news-room/feature-stories/detail/who-deploys-rapid-response-teams-to-italy,"""WHO deploys rapid response teams to Italy""",0
https://www.webmd.com/lung/news/20200326/covid-19-dramatic-changes-to-telepsychiatry-rules-and-regs,COVID-19: Dramatic Changes to Telepsychiatry Rules and Regs,0
https://www.facebook.com/DelavanH/posts/10100105194961398,ÒThe North Carolina and Virginia State line is closed. Nothing in or out.Ó,1
https://www.webmd.com/lung/news/20200320/covid-19-daily-topol-laments-betrayal-hcp-couples-prepare,"COVID-19 Daily: Topol Laments Betrayal, HCP Couples Prepare",0
https://www.facebook.com/groups/Vacavillecrimealertcommunityinfo/permalink/3514958278531375/,Soap and hand sanitizer can be used to kill coronavirus in the body.,1
https://www.facebook.com/tony.phillips.102977/posts/3321721614506205,Joe DiffieÕs death was labeled Òas a COVID-19 death and it wasnÕt!Ó,1
https://www.who.int/news-room/feature-stories/detail/who-europe-preventing-covid-19-spread-in-prisons,"""WHO Europe: preventing COVID-19 spread in prisons""",0
https://www.webmd.com/lung/news/20200320/docs-can-work-across-state-lines-in-covid-19-crisis-white-house,Doctors Now Can Work Across State Lines in COVID-19 Crisis,0
https://www.facebook.com/photo.php?fbid=2813671918749345&set=a.668055619977663&type=3&theater,"Trey Gowdy said, “I’m not saying COVID-19 isn’t real…. But pay attention folks, there’s much more going on here than what meets the eye.”",1
https://newsnetwork.mayoclinic.org/discussion/mayo-clinic-laboratories-significantly-expands-testing-capability-for-the-covid-19-virus/,Mayo Clinic Laboratories significantly expands testing capability for the COVID-19 virus,0
https://www.medicalnewstoday.com/articles/covid-19,"COVID-19: Symptoms, incubation, prevention, and more",0
https://www.webmd.com/lung/news/20200408/music-icon-john-prine-dies-from-coronavirus,Music Icon John Prine Dies from Coronavirus,0
https://www.who.int/news-room/feature-stories/detail/azerbaijan-steps-up-covid-19-preparedness-and-readiness-measures,"""Azerbaijan steps up COVID-19 preparedness and readiness measures""",0
https://twitter.com/realdanlyons/status/1232712764856115200,U.S. Senator Lindsey Graham says President Trump Òprobably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.Ó,1
https://www.medicalnewstoday.com/articles/air-pollution-may-affect-the-lethality-of-covid-19,Air pollution may affect the lethality of COVID-19,0
https://www.sciencedaily.com/releases/2019/11/191115190309.htm,How Fibrosis Progresses in the Human Lung,0
https://www.youtube.com/watch?v=1TkZhQ21pFI&feature=youtu.be,World Economic Forum is a Òfascist cabalÓ manipulating coronavirus.,1
https://www.medicalnewstoday.com/articles/covid-19-may-be-here-to-stay,SARS-CoV-2 may be here to stay,0
https://www.cdc.gov/coronavirus/2019-ncov/hcp/clinical-criteria.html,Evaluating and Reporting Persons Under Investigation (PUI),0
https://www.webmd.com/lung/news/20200425/usmle-tests-resume-may-1-sparking-student-concerns,"USMLE Tests Resume May 1, Sparking Student Concerns",0
https://www.healthline.com/health-news/how-home-healthcare-workers-are-navigating-the-covid-19-outbreak,How Home Healthcare Workers Are Navigating the COVID-19 Outbreak,0
https://www.cdc.gov/coronavirus/2019-nCoV/lab/index.html,Information for Laboratories,0
https://www.webmd.com/cold-and-flu/news/20200114/is-it-flu-or-flu-like-its-miserable-either-way,"Is It Flu, Or Flu-Like? It's Miserable Either Way",0
https://www.cdc.gov/coronavirus/2019-ncov/testing/diagnostic-testing.html,Test for Current Infection,0
https://www.youtube.com/watch?v=u5KE71oHgoU&fbclid=IwAR0Gnaa4E9TlGFHsBoloLJHniq5o3Qkb9q4Oqn30KtAXRlfp96t0cUvimns,A video says Òthe coronavirus was invented and patented in the USA and then planted in China.Ó,1
https://www.mediaite.com/tv/lou-dobbs-grills-hhs-sec-alex-azar-on-coronavirus-pandemic-i-dont-want-to-play-games-with-you/,"""Lou Dobbs says United States ‘screening fewer people’ for coronavirus than other countries""",0
https://www.cdc.gov/coronavirus/2019-ncov/communication/index.html,Communication Resources,0
https://www.cdc.gov/coronavirus/2019-ncov/covid-data/data-visualization.htm,Data Visualization,0
https://smartairfilters.com/en/blog/microwaving-masks-disinfect-covid-virus/,Whether microwaving face masks sanitizes them.,1
https://www.webmd.com/lung/news/20200325/amazon-suspends-accounts-for-price-gouging,Amazon Suspends Accounts for Price Gouging,0
https://www.medicalnewstoday.com/articles/cdc-on-covid-19-severe-outcomes-where-do-we-stand,CDC on COVID-19 severe outcomes: Where do we stand?,0
https://www.webmd.com/lung/news/20200325/covid-19-and-angiotensin-drugs-help-or-harm,COVID-19 and Angiotensin Drugs: Help or Harm?,0
https://www.webmd.com/lung/news/20200408/osha-guidance-on-preparing-the-workplace-for-covid-19-2020,OSHA Guidance on Preparing the Workplace for COVID-19 (2020),0
https://www.healthline.com/health-news/quarantine-chat-app-may-help-relieve-loneliness-during-covid-19-outbreak,How a Chat App Can Help Relieve Loneliness During the COVID-19 Outbreak,0
https://www.facebook.com/photo.php?fbid=2835338163221606&set=a.1221172434638195&type=3,Walmart is adopting a staggered schedule due to the coronavirus.,1
https://www.who.int/news-room/feature-stories/detail/who-paho-prepares-barbados-for-covid-19-testing,"""WHO/PAHO Prepares Barbados for COVID-19 Testing""",0
https://www.who.int/news-room/detail/13-04-2020-public-statement-for-collaboration-on-covid-19-vaccine-development,"""Public statement for collaboration on COVID-19 vaccine development""",0
https://www.facebook.com/photo.php?fbid=10217098767325438&set=a.10207749991531886&type=3&theater,"CEOs got advance notice of COVID, then resigned to dump stock.",1
https://www.webmd.com/lung/news/20200414/coronavirus-has-killed-thousands-at-nursing-homes,Coronavirus Has Killed Thousands at Nursing Homes,0
https://www.cdc.gov/coronavirus/2019-ncov/php/public-health-recommendations.html,Public Health Recommendations for Community-Related Exposure,0
https://www.medicalnewstoday.com/articles/coronavirus-causes,Coronavirus causes: Origin and how it spreads,0
https://www.webmd.com/lung/news/20200427/isolation-during-pandemic-a-trigger-for-depression,Isolation During Pandemic a Trigger for Depression,0
https://www.nih.gov/news-events/news-releases/expert-us-panel-develops-nih-treatment-guidelines-covid-19,Expert U.S. panel develops NIH treatment guidelines for COVID-19,0
